student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
134878,18,Female,Business,6,2.6,1.8,Yes,64.3,9.2,Poor,5,Some College,High,5.8,Yes,4,7,6.8,No,1,10.8,Dorm,Yes,Medium,1,7,8,Reading,4.7,100
134879,23,Female,Engineering,1.1,4.7,2.8,No,75.4,8.8,Good,7,Bachelor,Low,4.9,Yes,4,5,3.9,No,5,8.8,Co-Learning Group,No,Medium,7,6,9,Reading,3.5,100
134880,20,Male,Computer Science,3.522487584,2.6,0.8,Yes,73.5,7.6,Good,1,Master,Low,5.4,Yes,4,4,6.7,No,5,7,Library,No,Low,6,8,7,Kinesthetic,3.7,98
134881,25,Female,Engineering,3.2,4.3,1.6,Yes,61.6,7.5,Fair,5,Some College,High,4.7,No,3.3,6,3.9,No,2,10.8,Library,Yes,Low,8,3,10,Reading,8.1,87
134882,18,Male,Arts,5.8,4.5,2.3,Yes,74.1,6,Fair,3,Bachelor,High,5.9,Yes,3.5,2,6,No,0,12.8,Dorm,No,Low,2,9,6,Reading,7.7,95
134883,26,Male,Computer Science,4.494235476,2.4,2.9,Yes,54.6,4.1,Good,7,Some College,Medium,7.4,Yes,4,8,3.8,No,0,11.1,Library,Yes,High,2,2,10,Visual,4.2,100
134884,23,Other,Computer Science,6.677151758,4.3,3.7,No,94.8,8.2,Good,3,Some College,Medium,7.1,Yes,4,2,3.5,No,2,15.6,Library,Yes,Medium,10,2,10,Kinesthetic,5.3,100
134885,23,Female,Computer Science,6.381806999,4,2.2,No,44.4,7.7,Good,0,Master,Medium,3.8,Yes,3.72,7,4.5,No,4,14.1,Library,No,Medium,10,4,10,Kinesthetic,1.3,98
134886,25,Male,Business,4.9,2.8,2.6,Yes,83.7,7.4,Good,2,Master,Medium,7.3,Yes,3.34,2,1,No,2,10.7,Quiet Room,No,High,10,5,10,Auditory,6.5,89
134887,16,Other,Arts,3.8,3.9,0.7,Yes,91.9,5.2,Poor,2,Bachelor,Medium,7,Yes,4,1,7.1,No,3,8.4,Quiet Room,Yes,Medium,9,4,10,Visual,7.6,100
134888,18,Female,Biology,9.1,3.2,3.9,Yes,90.9,7.4,Good,2,High School,Medium,6.4,No,4,8,3.5,No,0,16.9,Quiet Room,No,Medium,8,5,10,Visual,3.8,98
134889,21,Male,Arts,2.3,0.5,0.4,Yes,81.3,7.7,Fair,2,Some College,Medium,4.7,No,4,8,3.4,No,1,4.5,Quiet Room,Yes,High,1,7,8,Auditory,6.5,100
134890,28,Male,Arts,4.5,4.2,2.1,Yes,99.2,8.3,Good,5,Master,Low,4,Yes,4,2,1,No,1,10.8,Dorm,Yes,Medium,9,9,6,Auditory,3.2,91
134891,27,Other,Computer Science,3.997628054,1,2.1,Yes,81.1,8.1,Good,6,Bachelor,High,10,Yes,3.11,3,5.9,No,5,7.8,Quiet Room,No,Medium,4,4,10,Reading,5.1,79
134892,23,Other,Psychology,5.6,3,3.3,Yes,50.5,6.2,Good,7,Master,Low,6.6,Yes,3.72,3,6.4,No,0,13,Quiet Room,Yes,Medium,9,10,5,Kinesthetic,7.3,100
134893,25,Other,Biology,0.7,2.9,2.1,No,86,6.7,Fair,1,Bachelor,Medium,4.7,No,3.35,2,2.1,No,3,7.2,Cafe,No,High,4,3,10,Kinesthetic,1.1,86
134894,22,Male,Computer Science,10.94892737,0.9,0.9,Yes,71.4,6.4,Poor,5,PhD,Medium,7.7,Yes,3.7,4,6.6,No,1,12.9,Library,No,Medium,2,8,7,Auditory,6.4,90
134895,24,Male,Engineering,1.7,4.9,2.8,Yes,80.1,7.6,Fair,6,Some College,Low,8.3,Yes,2.75,6,2.1,No,0,9.5,Cafe,Yes,Medium,5,1,10,Kinesthetic,5,64
134896,17,Female,Engineering,3.8,4.8,0.9,No,57.4,9,Good,2,Some College,Low,7.7,Yes,3.22,4,5.6,No,1,11,Library,No,Low,9,3,10,Reading,7,86
134897,16,Male,Business,2.3,3.9,2.6,Yes,84.2,8.7,Fair,3,Some College,Medium,7.5,No,2.87,8,4.2,No,3,9.1,Co-Learning Group,No,Medium,1,4,10,Kinesthetic,8.5,66
134898,18,Other,Arts,0.7,3.7,0.2,No,72.4,6.4,Poor,7,Some College,Low,2.5,Yes,2.51,8,7.2,No,1,5.8,Dorm,No,Medium,4,6,9,Visual,5.2,66
134899,19,Other,Arts,5,1.4,1.9,Yes,67.4,6,Good,1,Some College,High,7,No,4,5,3,No,0,8.6,Dorm,Yes,High,2,3,10,Reading,6.8,100
134900,17,Other,Arts,0.3,1.3,0.4,Yes,79.8,6.7,Good,5,Master,Medium,4.3,Yes,3.18,1,2.7,No,0,3.6,Co-Learning Group,No,Low,6,6,9,Auditory,6.9,83
134901,28,Female,Psychology,1.9,2.7,3.9,Yes,48.3,8.2,Poor,3,High School,High,8.6,No,4,7,4.8,No,4,9.9,Quiet Room,Yes,Low,2,8,7,Reading,5.5,98
134902,23,Other,Computer Science,3.943358809,4.3,0.5,No,90.3,7.3,Good,4,Some College,High,10,No,3.16,1,5,No,3,9.2,Dorm,No,High,5,3,10,Auditory,4,84
134903,20,Female,Psychology,7.7,0.7,0.9,No,49.4,6,Fair,2,Bachelor,High,2.6,Yes,3.7,6,6.3,No,4,9.3,Dorm,Yes,Medium,7,8,7,Kinesthetic,3.2,88
134904,27,Male,Psychology,6.2,2.8,2.8,Yes,56.9,4,Fair,5,Some College,Medium,7.6,No,3.44,8,3.6,No,0,12.7,Quiet Room,No,Low,2,6,9,Visual,8,80
134905,19,Other,Arts,7.4,4.4,0.5,No,70.1,6,Fair,3,PhD,High,10,No,4,3,5.5,No,5,13.5,Quiet Room,Yes,High,10,9,6,Visual,6,100
134906,24,Female,Arts,0.2,2.7,0.1,No,59.7,9,Good,1,Bachelor,Low,8.9,No,3.53,4,4.1,No,3,3.7,Library,Yes,Low,6,1,10,Visual,6.3,85
134907,17,Female,Psychology,5.3,2.5,0.5,Yes,42.9,5.1,Good,3,PhD,Low,9.1,No,4,4,5.3,No,4,9.2,Quiet Room,No,High,2,2,10,Auditory,5.3,100
134908,25,Other,Business,7.7,1.1,2.8,No,93,9,Good,1,Some College,Low,8.5,No,4,3,4.6,No,1,12.5,Cafe,No,High,6,8,7,Visual,8.8,95
134909,23,Male,Psychology,5,0.7,1.4,Yes,77.7,7.5,Good,7,Master,Medium,6.4,Yes,4,3,7.1,No,4,8.7,Cafe,Yes,Low,3,5,10,Visual,6.9,90
134910,25,Female,Computer Science,5.761076474,3.2,2.9,No,51,5.3,Fair,7,Master,Low,5.6,No,3.52,7,7.8,No,1,13.7,Library,Yes,Low,9,7,8,Auditory,1.2,82
134911,22,Male,Computer Science,8.205858329,0.1,0.4,No,42.8,8.3,Fair,0,Bachelor,Medium,6.3,Yes,3.21,5,3.3,No,2,10.3,Quiet Room,No,Medium,10,1,10,Reading,3.8,68
134912,24,Male,Computer Science,4.294398025,2.2,3.6,Yes,67,8.6,Fair,3,Bachelor,Low,7.7,No,4,2,7.2,No,3,10.5,Library,No,Medium,10,9,6,Auditory,8.4,100
134913,18,Female,Engineering,1.9,4.5,0.6,No,53.4,9.6,Good,6,Bachelor,Medium,8.5,Yes,4,1,4.8,No,0,8.2,Dorm,No,High,1,9,6,Visual,2.1,100
134914,19,Female,Engineering,5.9,0.2,1.4,Yes,41.9,5.2,Fair,1,Bachelor,Medium,6.9,No,3.01,6,2.5,No,3,8.3,Dorm,No,High,4,1,10,Visual,1.8,77
134915,24,Other,Business,1.8,1.9,3.9,Yes,91.2,5.2,Fair,3,Master,Low,9.4,No,4,2,4.5,No,4,9.3,Cafe,No,Medium,10,6,9,Kinesthetic,5.3,100
134916,22,Female,Computer Science,3.70830801,2.8,2,No,81.2,6.3,Good,7,High School,Low,7.1,Yes,3.42,3,4.8,No,3,10.5,Cafe,Yes,Medium,3,9,6,Kinesthetic,3.8,85
134917,19,Female,Biology,2.7,2.5,0.1,Yes,80.6,6.1,Fair,3,PhD,Medium,5.7,No,3.77,7,5.9,No,1,7.1,Library,No,High,1,1,10,Auditory,5.9,90
134918,27,Female,Arts,4.1,4.7,2.1,Yes,40.8,6.2,Fair,1,Master,Low,6.5,No,3.12,6,6.5,No,1,12.4,Cafe,No,Medium,5,3,10,Visual,3.8,79
134919,27,Female,Computer Science,9.190628299,4.5,1.9,Yes,51.6,6.5,Good,0,Bachelor,High,8.3,No,4,5,8.7,No,3,15.8,Co-Learning Group,No,High,4,10,5,Auditory,2.3,96
134920,17,Male,Arts,2.4,1.3,2,Yes,74,7.5,Fair,0,Master,High,6.1,Yes,3.98,6,4.8,No,3,7,Co-Learning Group,Yes,High,7,7,8,Reading,2.3,100
134921,18,Male,Business,7.2,1.2,3,Yes,51.8,7.5,Fair,2,Bachelor,High,5.8,Yes,4,7,5.6,No,1,11.8,Co-Learning Group,Yes,High,7,5,10,Visual,7.6,97
134922,20,Female,Business,1.6,1.3,3,Yes,76,7.9,Fair,1,Master,Medium,8,No,2.81,2,5.1,No,3,6.7,Cafe,Yes,Low,5,1,10,Auditory,4.5,76
134923,22,Male,Engineering,2.5,4.9,1.7,Yes,68.7,7,Good,0,Master,High,5.7,No,2.55,3,4.9,No,5,10.2,Cafe,Yes,High,5,2,10,Kinesthetic,2,53
134924,23,Male,Engineering,4.5,2.5,2.1,Yes,92.1,6.3,Good,3,Some College,Low,6.8,Yes,3.32,4,4.2,No,3,10.3,Dorm,No,High,6,9,6,Kinesthetic,5.9,90
134925,25,Male,Psychology,2.1,3.7,0.2,Yes,40.1,4.9,Good,2,Bachelor,High,5.6,No,2.89,3,8,No,1,6.5,Co-Learning Group,No,High,8,3,10,Visual,2.4,85
134926,27,Male,Computer Science,4.343585524,3.6,1.7,Yes,41.4,5.6,Good,4,PhD,Medium,4.4,No,4,6,3.8,No,4,11.3,Co-Learning Group,Yes,High,1,4,10,Reading,2.3,95
134927,21,Other,Computer Science,5.507273246,3.6,2.3,No,53.1,4.5,Good,0,High School,High,6.4,Yes,3.88,4,6.5,No,1,13.1,Cafe,Yes,High,10,8,7,Reading,7.4,94
134928,23,Other,Computer Science,2.641540864,3.7,2.5,No,89.1,6.9,Good,1,High School,High,7.1,No,4,6,2.5,No,4,9.5,Co-Learning Group,Yes,High,3,7,8,Auditory,8.2,100
134929,28,Female,Business,2.2,4.6,3.6,Yes,60.4,5.7,Fair,4,PhD,Medium,7.8,No,4,5,7.1,No,2,12,Cafe,Yes,Low,6,8,7,Kinesthetic,8.6,98
134930,25,Male,Engineering,2.8,0.2,2,Yes,50.4,6.6,Fair,3,High School,Medium,7.2,No,2.3,4,4.4,No,4,5.2,Cafe,No,Low,6,2,10,Reading,3.9,63
134931,19,Other,Computer Science,4.196864869,3.5,0.8,No,45.8,5.3,Fair,2,PhD,High,7.5,No,2.93,7,4.1,No,5,8.7,Quiet Room,No,High,6,6,9,Reading,7.6,78
134932,25,Other,Psychology,2.3,0.6,3.9,No,92.2,6.9,Good,3,PhD,Medium,7.6,No,3.38,1,6.1,No,4,8.1,Co-Learning Group,No,Medium,3,3,10,Kinesthetic,5.9,84
134933,23,Other,Computer Science,6.322191986,4.3,3.6,Yes,68.6,8.3,Good,6,PhD,Low,7.9,Yes,4,4,5.4,No,4,14.4,Library,No,High,5,10,5,Reading,4.9,91
134934,24,Other,Business,0.4,3.9,2.8,Yes,54.7,4.8,Good,7,Bachelor,High,7.6,Yes,3.36,5,4.6,No,2,7.5,Quiet Room,No,High,5,6,9,Visual,7.8,80
134935,26,Female,Computer Science,7.666533839,1.5,2.4,No,49.6,5.8,Poor,7,PhD,Medium,6,No,3.87,3,3.6,No,3,12.3,Co-Learning Group,No,Low,2,8,7,Reading,8,87
134936,21,Male,Psychology,6.5,4.8,0.8,Yes,75,8.4,Good,5,PhD,Low,6.2,No,3.7,2,4.8,No,0,12.6,Cafe,No,Low,8,9,6,Reading,5.6,98
134937,27,Female,Arts,5.3,4.9,3.7,No,88.4,7.4,Good,6,PhD,Medium,5.8,Yes,4,8,3.1,No,2,14.4,Co-Learning Group,No,Low,2,10,5,Kinesthetic,4.6,95
134938,16,Other,Psychology,6.6,2.2,3.1,No,66.8,4.3,Good,5,Bachelor,Low,5.8,Yes,4,6,8.2,No,0,12.7,Dorm,No,Medium,1,5,10,Auditory,3.9,100
134939,20,Male,Engineering,0,3,2.3,No,75.1,7.6,Poor,4,Some College,Low,3.6,No,2.58,8,4,No,0,6.1,Dorm,Yes,Low,9,5,10,Visual,4.6,69
134940,23,Female,Business,5,2.2,2.5,No,53.5,6.2,Fair,0,Some College,High,7,No,4,5,5.7,No,5,10.8,Dorm,Yes,Low,5,7,8,Visual,3.1,83
134941,22,Other,Biology,0.3,0.2,0.8,Yes,61.1,5.7,Good,0,High School,Medium,10,No,3.45,5,5.8,No,0,3,Cafe,No,Low,1,9,6,Visual,2.2,92
134942,26,Female,Business,6,1.2,1.6,No,89.6,8,Fair,0,Some College,High,5.6,Yes,4,1,6.5,No,0,9.4,Co-Learning Group,Yes,Medium,9,4,10,Auditory,9.7,91
134943,23,Female,Business,3.4,3.1,1.6,Yes,51.2,7,Fair,6,High School,High,7.3,No,3.92,6,6.4,No,0,9.6,Co-Learning Group,No,Low,9,6,9,Visual,4.9,95
134944,19,Female,Computer Science,4.600581823,2.2,1,Yes,46.6,7,Fair,6,Bachelor,Low,7.2,No,3.75,6,4.3,No,1,8.2,Quiet Room,No,Low,10,8,7,Visual,8.9,94
134945,24,Male,Business,4.2,2.9,0.1,No,91.3,6.4,Good,2,Bachelor,Low,5.2,Yes,4,2,6,No,5,8.3,Library,No,High,3,10,5,Visual,8,92
134946,27,Male,Business,0,4.4,0.6,No,62.5,9.1,Poor,0,Some College,Medium,5.2,Yes,2.98,8,3.9,No,4,6.9,Quiet Room,Yes,Medium,4,8,7,Reading,9,81
134947,19,Male,Engineering,3.3,3.1,0.8,Yes,84.5,9.2,Fair,5,High School,High,6,Yes,4,7,7.5,No,4,7.5,Library,Yes,Low,9,1,10,Reading,1.8,100
134948,23,Other,Arts,3.3,1.5,2.8,No,77.6,9.5,Poor,4,High School,Low,6.8,No,3.42,3,3.6,No,4,8.3,Library,Yes,Low,8,6,9,Visual,6.1,84
134949,22,Female,Business,6.1,1.5,2.1,No,49.7,7.8,Good,1,PhD,High,5.3,Yes,4,5,6.9,No,2,9.8,Cafe,No,High,7,5,10,Kinesthetic,6.4,96
134950,17,Male,Engineering,3.1,1,1.6,No,78.5,5.9,Fair,2,PhD,Low,5.9,Yes,2.83,1,6,No,5,7.6,Cafe,No,High,2,10,5,Auditory,4.2,72
134951,21,Female,Biology,2.6,1.5,1,No,49.6,6.2,Good,5,PhD,High,7.5,No,2.98,7,3.3,No,3,6.7,Dorm,No,Medium,3,4,10,Kinesthetic,6.8,72
134952,25,Male,Engineering,4.4,4.3,1.9,No,49.5,6.6,Good,0,Some College,High,7.1,No,3.03,8,3.6,No,5,10.6,Dorm,No,Low,7,9,6,Visual,1,69
134953,25,Male,Arts,6,2.8,2.8,Yes,67.5,6.4,Fair,4,Master,Medium,7.9,Yes,3.87,5,1.6,No,0,13.4,Co-Learning Group,No,High,1,2,10,Kinesthetic,9.1,100
134954,24,Male,Engineering,2.5,4.6,0.5,Yes,86.9,6.4,Poor,7,PhD,Medium,7.6,No,4,5,6.5,No,1,9.1,Dorm,No,Medium,1,6,9,Kinesthetic,2.3,100
134955,27,Female,Business,4.7,3.6,4,No,78.8,8.2,Good,4,PhD,High,4,No,4,6,4.4,No,2,13,Co-Learning Group,No,High,8,6,9,Reading,9.7,100
134956,19,Female,Psychology,7.1,1.6,2.6,No,66.1,10.8,Good,0,High School,High,7.3,Yes,4,8,5.6,No,1,11.8,Library,No,High,6,1,10,Visual,6.1,96
134957,26,Female,Arts,3.6,0.9,2.5,Yes,97.5,7.4,Poor,5,Some College,Medium,7.8,No,2.3,3,5.5,No,0,8.7,Dorm,No,Medium,8,1,10,Reading,9.2,63
134958,17,Other,Psychology,5.5,2.1,1.2,Yes,41.9,5.6,Poor,5,Master,Low,7.9,No,3.38,4,7,No,3,10,Library,No,Low,8,9,6,Auditory,9.9,80
134959,27,Male,Biology,4.1,0.9,3.1,Yes,80.2,8.8,Good,4,Master,Low,7.3,No,3.61,4,3.2,No,2,9.9,Quiet Room,No,High,5,4,10,Visual,3.5,88
134960,27,Female,Business,3.7,4.7,1.1,No,43.5,7.9,Good,6,PhD,Medium,8.2,Yes,3.22,7,7,No,1,9.9,Co-Learning Group,No,Medium,6,1,10,Kinesthetic,5.5,88
134961,28,Female,Biology,6.9,3.4,1.4,No,76.9,7.7,Good,1,Some College,High,9.8,No,3.84,5,6.1,No,2,12.8,Dorm,Yes,Low,4,2,10,Visual,3.8,100
134962,23,Male,Engineering,3.3,4.1,2.9,No,58.1,7.6,Fair,1,PhD,High,8.3,No,2.56,8,6.9,No,5,10.9,Quiet Room,No,Medium,9,2,10,Auditory,1,67
134963,26,Other,Biology,2.8,1.8,2.4,Yes,78.9,7,Good,3,Bachelor,Medium,7.9,Yes,3.1,2,7.3,No,0,8.4,Dorm,Yes,High,9,3,10,Kinesthetic,4,76
134964,24,Other,Computer Science,0,3.1,0.5,Yes,92.2,4.8,Good,2,High School,Low,6.3,Yes,2.03,4,8.7,Yes,4,4.5,Dorm,No,Low,4,3,10,Visual,8.8,47
134965,24,Female,Arts,5.1,3,0.8,No,76.5,4.2,Good,5,Some College,Medium,7.9,No,3.37,8,6.2,No,2,9.7,Cafe,Yes,Low,4,7,8,Visual,3.2,80
134966,26,Male,Biology,1.5,3.3,3.5,No,95.5,7.7,Fair,1,Master,Low,5,No,4,6,5.6,No,5,9.2,Cafe,No,Medium,1,5,10,Visual,9.2,100
134967,28,Male,Biology,3.3,4.4,0.9,Yes,76.7,8,Good,7,High School,High,7.3,No,3.66,7,8.1,Yes,3,9.4,Quiet Room,No,High,2,3,10,Kinesthetic,3.8,88
134968,20,Other,Computer Science,5.475357672,4.2,0.1,No,70.1,8.3,Good,4,Bachelor,High,5.1,Yes,4,5,4.6,No,0,10.9,Library,Yes,Low,6,10,5,Kinesthetic,2.5,100
134969,22,Male,Psychology,5.2,0.5,3.6,Yes,52.2,9.6,Poor,2,High School,High,10,Yes,3.44,8,1.9,No,5,10,Library,No,Medium,6,6,9,Kinesthetic,7.3,85
134970,24,Other,Biology,7.1,4.8,0.3,No,79,7.8,Good,5,Some College,Low,7.1,No,3.9,4,1.5,No,4,13.9,Cafe,Yes,High,8,1,10,Auditory,6.8,100
134971,18,Other,Psychology,2.9,2.4,1.3,No,57.1,7.9,Good,7,PhD,Medium,6.9,No,2.86,5,5.1,No,2,7.2,Dorm,Yes,Medium,5,6,9,Reading,7.6,76
134972,18,Female,Psychology,3.5,2.4,0.6,Yes,70.9,6.3,Good,2,Bachelor,High,8.6,Yes,3.14,7,1.7,No,4,8,Dorm,No,Low,8,4,10,Auditory,9.4,77
134973,27,Female,Arts,3.3,4.9,0.3,No,43.3,9.2,Good,5,Some College,Medium,6.8,Yes,4,4,3.2,No,1,9.1,Quiet Room,No,High,9,4,10,Reading,1.5,100
134974,22,Male,Engineering,3.6,1.1,0.1,No,97,8.7,Good,4,Master,Medium,7.8,Yes,4,6,6,No,4,5.2,Co-Learning Group,No,Medium,8,7,8,Visual,6.8,99
134975,28,Male,Engineering,3.4,4.2,1.7,Yes,59.7,7,Poor,2,Master,Medium,8.3,No,2.99,6,6.6,No,1,11,Co-Learning Group,Yes,Low,10,5,10,Reading,4.6,71
134976,28,Female,Arts,3.8,4.2,3.7,Yes,88,6.6,Good,1,PhD,Low,4.5,No,4,8,3.6,No,4,13.6,Library,Yes,Medium,5,1,10,Auditory,7.3,96
134977,24,Female,Business,3.7,2.3,1.9,Yes,64.1,6.5,Good,3,Some College,High,10,Yes,2.91,3,4.3,No,3,8.2,Cafe,No,Low,5,3,10,Auditory,1.2,77
134978,27,Female,Computer Science,6.90542517,0.6,2.5,No,99.9,8.4,Good,4,PhD,Medium,6.3,Yes,4,8,5.2,No,5,12,Quiet Room,Yes,Low,1,4,10,Kinesthetic,7,97
134979,17,Female,Biology,4.4,1,0.1,Yes,42.3,9,Good,1,Bachelor,High,10,No,2.88,7,1,No,2,5.9,Quiet Room,No,High,4,2,10,Reading,2,72
134980,24,Other,Engineering,5.1,0.9,3.8,No,59.2,5.6,Good,7,Bachelor,High,8.3,Yes,3.54,5,7.5,No,2,9.9,Cafe,Yes,Low,2,4,10,Kinesthetic,8.2,95
134981,23,Other,Engineering,3.7,3.8,1.4,No,46.3,7.2,Fair,4,Master,Low,5.8,No,3.45,4,7.9,No,0,9.2,Library,No,Low,4,2,10,Visual,3.6,87
134982,27,Other,Arts,0,4.2,2.3,Yes,51.6,8,Good,3,Master,High,5.2,No,4,7,8.2,No,0,7.9,Cafe,Yes,Low,6,10,5,Auditory,7.8,89
134983,27,Female,Arts,1.5,2.8,0,No,47.6,9.7,Poor,1,Some College,Low,7.1,Yes,4,2,2.8,No,4,5.8,Cafe,Yes,Medium,2,1,10,Visual,1.2,100
134984,22,Female,Business,0.2,3.7,3.8,Yes,76.9,5.5,Good,5,Bachelor,Low,4.5,No,3.78,4,4.1,No,1,9,Quiet Room,No,Medium,7,9,6,Kinesthetic,3.3,93
134985,23,Female,Engineering,3.3,3.9,0.7,Yes,76.7,5.8,Good,0,PhD,Low,2.1,Yes,2.92,2,3.2,No,4,8,Dorm,Yes,High,6,9,6,Reading,4,75
134986,22,Male,Computer Science,7.942476948,0.8,0,Yes,75.5,5.7,Good,7,Some College,Medium,8.9,No,3.66,3,6.2,No,2,9.7,Quiet Room,Yes,Medium,6,6,9,Kinesthetic,5.9,99
134987,27,Male,Engineering,2.9,3.4,0.2,No,63.5,5.7,Fair,2,Bachelor,High,7.4,No,3.04,1,7.1,No,0,6.7,Cafe,No,Low,1,8,7,Auditory,5.4,78
134988,28,Other,Psychology,1.2,3.2,1.4,No,57.8,7.9,Good,2,Master,Low,5.2,No,3.73,4,4.1,No,1,7.4,Library,Yes,High,10,8,7,Reading,7.6,94
134989,19,Male,Business,7.6,2.3,0.5,Yes,41.7,9.2,Poor,5,PhD,High,9.8,No,4,4,5.7,No,1,12.4,Library,No,High,3,10,5,Visual,5.1,100
134990,17,Male,Business,3.2,0.5,2.7,No,44.7,8.4,Good,4,PhD,Low,5.1,No,2.74,7,3.1,No,4,7.7,Library,No,Low,6,1,10,Visual,8.1,62
134991,25,Female,Engineering,4.6,0.8,0,Yes,84.1,7.7,Good,3,Master,High,6.6,No,4,8,2.5,No,3,6.7,Library,Yes,Medium,7,8,7,Kinesthetic,3.9,100
134992,21,Female,Psychology,3.9,0.9,1.2,Yes,42.3,6.5,Poor,6,PhD,Medium,4.4,Yes,4,7,7.1,No,1,6.2,Quiet Room,Yes,High,5,4,10,Reading,8.6,100
134993,17,Male,Business,4.8,3.8,2.3,No,95.6,5.9,Poor,0,PhD,Low,5.2,No,2.94,4,4.3,No,4,12.1,Library,No,High,7,3,10,Reading,9.3,84
134994,17,Female,Biology,4.2,2.5,2.2,No,90.7,8.3,Good,4,High School,Low,6.7,No,3.71,2,5.4,No,0,10.4,Co-Learning Group,Yes,Low,8,3,10,Auditory,7,94
134995,25,Male,Business,1.5,1.2,1.7,No,62.9,8.4,Fair,3,Bachelor,Medium,3.9,No,2.39,1,8.4,Yes,0,6.3,Co-Learning Group,No,Medium,7,2,10,Visual,8.6,68
134996,16,Other,Biology,6.2,4.3,2.5,No,73.1,7.2,Good,1,PhD,High,6.5,Yes,4,6,5.9,No,2,13.3,Library,Yes,Medium,1,5,10,Visual,7.9,98
134997,19,Female,Business,3.8,1.6,2.9,No,88.5,4.1,Good,7,Some College,High,7.1,No,4,5,1.3,No,2,8.7,Quiet Room,No,Medium,9,3,10,Visual,4.4,90
134998,25,Male,Engineering,6.1,2.7,0.7,No,83.8,5.2,Good,5,High School,Low,7.7,Yes,3.95,6,6.6,No,4,9.7,Quiet Room,No,High,1,9,6,Visual,7.2,96
134999,28,Other,Psychology,0.4,4.5,0.7,Yes,55.7,10.2,Fair,7,High School,High,7.7,No,3.59,3,4.4,No,4,7.4,Cafe,No,Medium,6,1,10,Auditory,2.9,94
135000,21,Male,Biology,3.6,1.7,3.5,Yes,63.1,6.2,Good,3,PhD,High,6.6,No,4,3,3.3,No,2,9.2,Cafe,No,Medium,8,4,10,Visual,6.5,100
135001,23,Male,Arts,1.4,4.2,3.2,No,45.6,7.9,Fair,6,Master,High,5.3,Yes,3.29,4,6.9,No,3,9.2,Co-Learning Group,No,High,4,6,9,Kinesthetic,2.7,86
135002,26,Female,Arts,2.5,1.6,0.4,Yes,99,6,Fair,6,PhD,High,6.9,Yes,3.1,8,5.5,No,2,5.2,Dorm,Yes,High,3,5,10,Visual,1.9,70
135003,19,Female,Business,5.2,1.3,0.8,Yes,79.6,7,Fair,5,Master,Low,6.7,No,4,3,6.8,No,0,7.8,Dorm,Yes,High,3,1,10,Auditory,8.6,100
135004,16,Other,Computer Science,7.766420164,5,2.5,No,66.2,6.5,Good,6,Bachelor,Medium,8.2,Yes,3.38,8,3.4,No,2,16.8,Library,No,High,9,7,8,Reading,7.3,84
135005,17,Female,Psychology,2.6,3.6,3,No,60,8.5,Good,3,PhD,High,7,Yes,4,3,2.3,No,1,10.1,Co-Learning Group,No,High,9,6,9,Reading,3.7,100
135006,17,Female,Business,6.5,3,3.5,Yes,48,7.8,Good,1,High School,Low,9.5,No,4,1,8.5,No,5,13.6,Co-Learning Group,Yes,High,2,9,6,Auditory,8.7,100
135007,21,Female,Psychology,0.8,0.3,1.1,Yes,96.7,10.5,Fair,2,Some College,Medium,8,No,3.7,8,6.4,No,0,2.9,Library,No,Low,3,5,10,Kinesthetic,1.7,92
135008,24,Female,Engineering,3.5,0.3,3.3,No,76.2,8.6,Poor,1,PhD,Low,6.1,Yes,3.7,1,3.6,No,5,7.7,Cafe,Yes,Low,9,2,10,Auditory,9.7,100
135009,26,Female,Psychology,4,4.3,0.8,Yes,54.9,8.3,Fair,6,Some College,High,7,Yes,3.96,6,5.7,No,5,10.6,Co-Learning Group,Yes,High,4,4,10,Reading,2.8,100
135010,18,Female,Biology,3.4,1.7,0.8,No,93.7,6.1,Poor,1,Some College,Medium,3.3,Yes,3.62,6,5.6,No,4,6.6,Library,Yes,Medium,4,8,7,Kinesthetic,1.3,89
135011,20,Female,Biology,3.4,4.4,2.8,Yes,57.7,9,Good,6,PhD,Medium,7.3,No,4,7,7.4,No,1,11.9,Cafe,Yes,Low,7,8,7,Auditory,1.3,100
135012,20,Female,Computer Science,4.871454043,4.2,3.2,Yes,50.5,9.3,Good,7,High School,High,8.8,Yes,4,7,7.8,No,1,13.7,Co-Learning Group,No,Medium,7,8,7,Kinesthetic,5.2,100
135013,16,Other,Engineering,5.3,2.6,2.1,Yes,64.5,8,Good,0,Some College,Low,3.1,Yes,2.69,5,8,No,2,11.6,Dorm,Yes,Medium,7,5,10,Auditory,10,68
135014,19,Male,Psychology,4.3,2.3,0.9,Yes,62.5,9.6,Fair,4,PhD,Low,8.3,No,3.94,5,7.9,No,3,9.3,Dorm,Yes,High,8,1,10,Auditory,1.8,93
135015,27,Male,Business,4.3,1.2,2.1,No,93.1,5.4,Poor,5,Master,Medium,5.8,Yes,4,4,4,No,3,7.7,Quiet Room,Yes,Low,7,6,9,Auditory,4,99
